Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,1211817,-,-,-,40.41,-75.02,-5,83,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2015,1,1,0,30,0,0,0,-7,-5,1010.0,246.0,0.4,0.135
2015,1,1,1,30,0,0,0,-7,-5,1010.0,247.9,0.4,0.135
2015,1,1,2,30,0,0,0,-7,-5,1010.0,252.60000000000002,0.4,0.135
2015,1,1,3,30,0,0,0,-8,-5,1010.0,256.0,0.4,0.135
2015,1,1,4,30,0,0,0,-8,-5,1000.0,257.2,0.30000000000000004,0.135
2015,1,1,5,30,0,0,0,-8,-6,1010.0,255.9,0.30000000000000004,0.135
2015,1,1,6,30,0,0,0,-8,-6,1010.0,252.10000000000002,0.30000000000000004,0.135
2015,1,1,7,30,0,0,0,-8,-5,1010.0,244.60000000000002,0.4,0.135
2015,1,1,8,30,593,42,140,-8,-3,1010.0,241.60000000000002,0.5,0.135
2015,1,1,9,30,779,59,290,-8,-1,1010.0,240.70000000000002,0.6000000000000001,0.135
2015,1,1,10,30,863,67,404,-8,0,1000.0,241.9,0.7000000000000001,0.135
2015,1,1,11,30,897,71,466,-8,1,1000.0,238.70000000000002,0.8,0.135
2015,1,1,12,30,900,70,469,-8,1,1000.0,235.70000000000002,0.8,0.135
2015,1,1,13,30,856,70,412,-7,2,1000.0,234.8,0.7000000000000001,0.135
2015,1,1,14,30,796,59,306,-6,1,1000.0,235.70000000000002,0.6000000000000001,0.135
2015,1,1,15,30,645,43,161,-5,0,1000.0,235.3,0.5,0.135
2015,1,1,16,30,228,12,18,-5,0,1000.0,231.20000000000002,0.5,0.135
2015,1,1,17,30,0,0,0,-5,0,1000.0,228.3,0.6000000000000001,0.135
2015,1,1,18,30,0,0,0,-4,0,1000.0,228.9,0.6000000000000001,0.135
2015,1,1,19,30,0,0,0,-4,0,1000.0,233.60000000000002,0.6000000000000001,0.135
2015,1,1,20,30,0,0,0,-4,0,1000.0,238.70000000000002,0.5,0.135
2015,1,1,21,30,0,0,0,-3,-1,1000.0,243.20000000000002,0.5,0.135
2015,1,1,22,30,0,0,0,-3,-1,1000.0,248.4,0.5,0.135
2015,1,1,23,30,0,0,0,-3,-1,1000.0,251.10000000000002,0.5,0.135
2015,1,2,0,30,0,0,0,-3,-1,1000.0,255.10000000000002,0.5,0.135
2015,1,2,1,30,0,0,0,-3,-1,1000.0,262.5,0.4,0.135
2015,1,2,2,30,0,0,0,-3,-1,1000.0,263.90000000000003,0.30000000000000004,0.135
2015,1,2,3,30,0,0,0,-3,-2,1000.0,262.3,0.30000000000000004,0.135
2015,1,2,4,30,0,0,0,-3,-2,1000.0,258.5,0.30000000000000004,0.135
2015,1,2,5,30,0,0,0,-3,-3,1000.0,257.7,0.30000000000000004,0.135
2015,1,2,6,30,0,0,0,-3,-3,1010.0,263.0,0.30000000000000004,0.135
2015,1,2,7,30,0,0,0,-3,-2,1010.0,267.6,0.30000000000000004,0.135
2015,1,2,8,30,119,61,81,-3,0,1010.0,268.7,0.4,0.135
2015,1,2,9,30,426,94,220,-3,1,1010.0,269.8,0.6000000000000001,0.135
2015,1,2,10,30,435,133,303,-4,2,1010.0,274.5,0.7000000000000001,0.135
