Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
NSRDB,1291254,-,-,-,42.13,-72.54,-5,60,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2010,1,1,0,30,0,0,0,-5,-4,1000.0,12.8,0.1,0.866
2010,1,1,1,30,0,0,0,-5,-4,1000.0,3.3000000000000003,0.1,0.866
2010,1,1,2,30,0,0,0,-5,-4,1000.0,349.1,0.1,0.866
2010,1,1,3,30,0,0,0,-5,-4,1000.0,333.40000000000003,0.1,0.866
2010,1,1,4,30,0,0,0,-5,-4,1000.0,330.1,0.1,0.866
2010,1,1,5,30,0,0,0,-6,-4,1000.0,330.40000000000003,0.1,0.866
2010,1,1,6,30,0,0,0,-6,-5,1000.0,328.20000000000005,0.2,0.866
2010,1,1,7,30,0,0,0,-6,-4,1000.0,319.6,0.1,0.866
2010,1,1,8,30,0,9,9,-5,-2,1000.0,313.8,0.1,0.866
2010,1,1,9,30,0,37,37,-4,-1,1000.0,300.40000000000003,0.1,0.866
2010,1,1,10,30,37,149,163,-2,0,1000.0,298.0,0.1,0.866
2010,1,1,11,30,678,137,420,-1,1,990.0,305.3,0.1,0.866
2010,1,1,12,30,164,179,247,-1,2,990.0,310.90000000000003,0.1,0.866
2010,1,1,13,30,202,168,241,0,2,990.0,315.40000000000003,0.1,0.866
2010,1,1,14,30,74,116,136,0,1,990.0,313.1,0.1,0.866
2010,1,1,15,30,34,53,58,0,0,990.0,331.0,0.1,0.866
2010,1,1,16,30,0,0,0,-1,0,990.0,344.1,0.1,0.866
2010,1,1,17,30,0,0,0,-1,-1,990.0,346.0,0.1,0.866
2010,1,1,18,30,0,0,0,-2,-1,990.0,348.90000000000003,0.1,0.866
2010,1,1,19,30,0,0,0,-2,-2,990.0,345.8,0.1,0.866
2010,1,1,20,30,0,0,0,-2,-2,990.0,340.8,0.1,0.866
2010,1,1,21,30,0,0,0,-2,-2,990.0,340.0,0.2,0.866
2010,1,1,22,30,0,0,0,-2,-2,990.0,335.1,0.2,0.866
2010,1,1,23,30,0,0,0,-3,-2,990.0,331.70000000000005,0.2,0.866
2010,1,2,0,30,0,0,0,-3,-2,990.0,326.8,0.2,0.866
2010,1,2,1,30,0,0,0,-3,-2,990.0,327.1,0.2,0.866
2010,1,2,2,30,0,0,0,-3,-2,990.0,328.5,0.2,0.866
2010,1,2,3,30,0,0,0,-3,-2,990.0,330.70000000000005,0.2,0.866
2010,1,2,4,30,0,0,0,-3,-2,990.0,330.70000000000005,0.2,0.866
2010,1,2,5,30,0,0,0,-4,-2,990.0,332.3,0.2,0.866
2010,1,2,6,30,0,0,0,-4,-2,990.0,331.8,0.2,0.866
2010,1,2,7,30,0,0,0,-4,-2,990.0,329.8,0.2,0.866
2010,1,2,8,30,0,5,5,-4,-2,990.0,327.70000000000005,0.2,0.866
2010,1,2,9,30,0,17,17,-4,-2,990.0,327.20000000000005,0.30000000000000004,0.866
2010,1,2,10,30,0,97,97,-4,-2,980.0,325.8,0.30000000000000004,0.866
2010,1,2,11,30,15,155,161,-4,-2,980.0,322.70000000000005,0.30000000000000004,0.866
2010,1,2,12,30,6,147,149,-5,-2,980.0,319.3,0.4,0.866
2010,1,2,13,30,73,151,178,-5,-2,980.0,316.40000000000003,0.4,0.866
2010,1,2,14,30,404,86,196,-6,-3,980.0,314.1,0.4,0.866
2010,1,2,15,30,140,62,82,-7,-4,980.0,313.20000000000005,0.4,0.866
2010,1,2,16,30,0,0,0,-8,-5,980.0,313.40000000000003,0.5,0.866
2010,1,2,17,30,0,0,0,-9,-6,980.0,313.0,0.5,0.866
2010,1,2,18,30,0,0,0,-10,-7,980.0,311.1,0.5,0.866
2010,1,2,19,30,0,0,0,-11,-8,980.0,308.70000000000005,0.5,0.866
2010,1,2,20,30,0,0,0,-12,-8,980.0,305.7,0.5,0.866
2010,1,2,21,30,0,0,0,-13,-9,980.0,302.40000000000003,0.5,0.866
2010,1,2,22,30,0,0,0,-13,-9,980.0,300.40000000000003,0.5,0.866
2010,1,2,23,30,0,0,0,-13,-10,980.0,299.7,0.6000000000000001,0.866
2010,1,3,0,30,0,0,0,-14,-10,980.0,298.8,0.6000000000000001,0.866
2010,1,3,1,30,0,0,0,-14,-10,980.0,298.1,0.6000000000000001,0.866
2010,1,3,2,30,0,0,0,-14,-10,980.0,297.1,0.6000000000000001,0.866
2010,1,3,3,30,0,0,0,-14,-10,980.0,296.0,0.6000000000000001,0.866
2010,1,3,4,30,0,0,0,-15,-11,980.0,297.1,0.6000000000000001,0.866
2010,1,3,5,30,0,0,0,-15,-11,980.0,299.7,0.6000000000000001,0.866
2010,1,3,6,30,0,0,0,-15,-11,980.0,302.2,0.5,0.866
2010,1,3,7,30,0,0,0,-15,-11,980.0,304.3,0.5,0.866
2010,1,3,8,30,0,50,50,-16,-12,980.0,306.3,0.5,0.866
2010,1,3,9,30,0,61,61,-16,-11,980.0,307.8,0.5,0.866
2010,1,3,10,30,0,127,127,-16,-11,980.0,308.6,0.5,0.866
2010,1,3,11,30,3,144,145,-15,-10,980.0,309.6,0.5,0.866
2010,1,3,12,30,0,130,130,-14,-9,980.0,311.20000000000005,0.5,0.866
2010,1,3,13,30,118,156,199,-14,-9,980.0,312.20000000000005,0.5,0.866
2010,1,3,14,30,0,44,44,-13,-9,980.0,312.90000000000003,0.5,0.866
2010,1,3,15,30,0,26,26,-13,-9,980.0,312.20000000000005,0.5,0.866
2010,1,3,16,30,0,0,0,-13,-9,980.0,310.8,0.5,0.866
2010,1,3,17,30,0,0,0,-13,-9,980.0,309.70000000000005,0.5,0.866
2010,1,3,18,30,0,0,0,-12,-9,980.0,309.40000000000003,0.5,0.866
2010,1,3,19,30,0,0,0,-12,-9,980.0,309.5,0.5,0.866
2010,1,3,20,30,0,0,0,-12,-8,980.0,309.90000000000003,0.5,0.866
2010,1,3,21,30,0,0,0,-11,-8,980.0,310.5,0.4,0.866
2010,1,3,22,30,0,0,0,-11,-8,980.0,310.0,0.4,0.866
2010,1,3,23,30,0,0,0,-11,-8,980.0,309.8,0.4,0.866
2010,1,4,0,30,0,0,0,-10,-8,980.0,309.8,0.4,0.866
2010,1,4,1,30,0,0,0,-10,-8,980.0,310.40000000000003,0.4,0.866
2010,1,4,2,30,0,0,0,-10,-8,980.0,310.6,0.4,0.866
2010,1,4,3,30,0,0,0,-11,-8,990.0,310.1,0.30000000000000004,0.866
2010,1,4,4,30,0,0,0,-11,-8,990.0,308.20000000000005,0.30000000000000004,0.866
2010,1,4,5,30,0,0,0,-11,-9,990.0,306.40000000000003,0.30000000000000004,0.866
2010,1,4,6,30,0,0,0,-11,-9,990.0,304.7,0.30000000000000004,0.866
2010,1,4,7,30,0,0,0,-11,-8,990.0,303.8,0.30000000000000004,0.866
2010,1,4,8,30,627,45,151,-11,-7,990.0,304.2,0.4,0.866
2010,1,4,9,30,792,63,295,-10,-5,990.0,307.70000000000005,0.4,0.866
2010,1,4,10,30,871,72,402,-9,-4,990.0,310.70000000000005,0.4,0.866
2010,1,4,11,30,900,77,456,-8,-3,990.0,311.6,0.4,0.866
2010,1,4,12,30,898,76,451,-7,-2,990.0,311.70000000000005,0.4,0.866
2010,1,4,13,30,863,70,388,-7,-2,990.0,311.40000000000003,0.30000000000000004,0.866
2010,1,4,14,30,782,59,275,-7,-2,990.0,309.6,0.30000000000000004,0.866
2010,1,4,15,30,602,39,127,-7,-4,990.0,306.0,0.30000000000000004,0.866
2010,1,4,16,30,0,0,0,-8,-5,990.0,304.2,0.30000000000000004,0.866
2010,1,4,17,30,0,0,0,-9,-6,990.0,305.90000000000003,0.30000000000000004,0.866
2010,1,4,18,30,0,0,0,-9,-7,990.0,307.70000000000005,0.30000000000000004,0.866
2010,1,4,19,30,0,0,0,-10,-7,990.0,309.40000000000003,0.30000000000000004,0.866
2010,1,4,20,30,0,0,0,-10,-8,990.0,310.3,0.30000000000000004,0.866
2010,1,4,21,30,0,0,0,-11,-8,990.0,311.20000000000005,0.30000000000000004,0.866
2010,1,4,22,30,0,0,0,-11,-9,990.0,312.3,0.30000000000000004,0.866
2010,1,4,23,30,0,0,0,-12,-9,990.0,312.8,0.30000000000000004,0.866
2010,1,5,0,30,0,0,0,-12,-10,990.0,311.5,0.30000000000000004,0.866
2010,1,5,1,30,0,0,0,-13,-10,990.0,310.70000000000005,0.30000000000000004,0.866
2010,1,5,2,30,0,0,0,-13,-10,990.0,310.0,0.30000000000000004,0.866
2010,1,5,3,30,0,0,0,-13,-10,990.0,308.0,0.30000000000000004,0.866
2010,1,5,4,30,0,0,0,-13,-11,990.0,306.7,0.30000000000000004,0.866
2010,1,5,5,30,0,0,0,-13,-11,990.0,306.40000000000003,0.30000000000000004,0.866
2010,1,5,6,30,0,0,0,-13,-10,990.0,306.7,0.30000000000000004,0.866
2010,1,5,7,30,0,0,0,-13,-9,990.0,307.3,0.30000000000000004,0.866
2010,1,5,8,30,633,42,149,-11,-7,990.0,312.5,0.30000000000000004,0.866
2010,1,5,9,30,789,60,292,-10,-5,990.0,317.3,0.30000000000000004,0.866
2010,1,5,10,30,0,103,103,-9,-4,990.0,316.70000000000005,0.30000000000000004,0.866
2010,1,5,11,30,11,154,159,-8,-3,990.0,314.20000000000005,0.30000000000000004,0.866
2010,1,5,12,30,1,143,143,-7,-2,990.0,311.70000000000005,0.30000000000000004,0.866
2010,1,5,13,30,14,137,143,-7,-2,990.0,310.0,0.30000000000000004,0.866
2010,1,5,14,30,71,113,132,-6,-3,990.0,308.6,0.30000000000000004,0.866
2010,1,5,15,30,560,42,125,-7,-4,990.0,306.5,0.2,0.866
2010,1,5,16,30,0,0,0,-7,-5,990.0,305.2,0.2,0.866
2010,1,5,17,30,0,0,0,-8,-6,990.0,305.8,0.30000000000000004,0.866
2010,1,5,18,30,0,0,0,-9,-6,990.0,305.8,0.30000000000000004,0.866
2010,1,5,19,30,0,0,0,-9,-6,990.0,305.90000000000003,0.30000000000000004,0.866
2010,1,5,20,30,0,0,0,-9,-6,990.0,306.90000000000003,0.2,0.866
2010,1,5,21,30,0,0,0,-9,-6,990.0,307.5,0.2,0.866
2010,1,5,22,30,0,0,0,-9,-6,990.0,306.90000000000003,0.2,0.866
2010,1,5,23,30,0,0,0,-9,-7,990.0,308.40000000000003,0.2,0.866
2010,1,6,0,30,0,0,0,-9,-7,990.0,308.90000000000003,0.2,0.866
2010,1,6,1,30,0,0,0,-10,-8,990.0,308.6,0.2,0.866
2010,1,6,2,30,0,0,0,-10,-8,990.0,307.40000000000003,0.2,0.866
2010,1,6,3,30,0,0,0,-10,-8,990.0,304.6,0.30000000000000004,0.866
2010,1,6,4,30,0,0,0,-11,-9,990.0,301.7,0.4,0.866
2010,1,6,5,30,0,0,0,-11,-9,990.0,300.40000000000003,0.4,0.866
2010,1,6,6,30,0,0,0,-11,-10,990.0,297.5,0.4,0.866
2010,1,6,7,30,0,0,0,-11,-8,990.0,292.5,0.30000000000000004,0.866
2010,1,6,8,30,643,43,153,-10,-6,990.0,291.7,0.30000000000000004,0.866
2010,1,6,9,30,802,62,298,-9,-4,990.0,304.3,0.30000000000000004,0.866
2010,1,6,10,30,874,72,406,-8,-2,990.0,306.8,0.4,0.866
2010,1,6,11,30,899,78,460,-7,-2,990.0,306.8,0.4,0.866
2010,1,6,12,30,894,78,455,-7,-2,990.0,307.90000000000003,0.4,0.866
2010,1,6,13,30,408,130,282,-6,-2,990.0,309.6,0.4,0.866
2010,1,6,14,30,193,111,165,-6,-2,990.0,310.0,0.4,0.866
2010,1,6,15,30,13,54,56,-7,-3,990.0,308.40000000000003,0.4,0.866
2010,1,6,16,30,0,0,0,-7,-4,990.0,306.5,0.30000000000000004,0.866
2010,1,6,17,30,0,0,0,-7,-5,990.0,305.0,0.30000000000000004,0.866
2010,1,6,18,30,0,0,0,-8,-5,990.0,305.40000000000003,0.30000000000000004,0.866
2010,1,6,19,30,0,0,0,-8,-5,990.0,306.5,0.4,0.866
2010,1,6,20,30,0,0,0,-8,-6,990.0,305.90000000000003,0.4,0.866
2010,1,6,21,30,0,0,0,-8,-6,990.0,304.2,0.4,0.866
2010,1,6,22,30,0,0,0,-8,-6,990.0,303.3,0.4,0.866
2010,1,6,23,30,0,0,0,-8,-5,990.0,303.7,0.4,0.866
2010,1,7,0,30,0,0,0,-8,-5,990.0,304.7,0.4,0.866
2010,1,7,1,30,0,0,0,-7,-5,990.0,305.90000000000003,0.4,0.866
2010,1,7,2,30,0,0,0,-7,-5,990.0,307.0,0.4,0.866
2010,1,7,3,30,0,0,0,-7,-5,990.0,308.40000000000003,0.4,0.866
2010,1,7,4,30,0,0,0,-7,-5,990.0,309.70000000000005,0.4,0.866
2010,1,7,5,30,0,0,0,-7,-5,990.0,310.6,0.30000000000000004,0.866
2010,1,7,6,30,0,0,0,-8,-5,990.0,310.70000000000005,0.30000000000000004,0.866
2010,1,7,7,30,0,0,0,-8,-5,990.0,309.40000000000003,0.30000000000000004,0.866
2010,1,7,8,30,630,43,151,-7,-3,990.0,307.5,0.30000000000000004,0.866
2010,1,7,9,30,792,61,295,-6,-2,990.0,306.90000000000003,0.4,0.866
2010,1,7,10,30,868,71,403,-5,0,990.0,306.7,0.4,0.866
2010,1,7,11,30,898,75,459,-4,0,990.0,305.5,0.4,0.866
